FR,AL,AT,ET,ES,UE,UL,FL
5,19.69,0.73,0,0,1.15,0.64,2
5,25.68,0.95,0,0,1.16,0.81,3
4,30.1,0.59,0,0,1.1,0.38,3
4,30.36,0.73,1,0,0.78,0.61,3
4,21.0,0.73,2,674,0.98,0.68,3
4,196.0,0.8,0,0,0.36,0.76,2
5,20.72,0.63,0,2821,1.17,0.46,2
5,15.02,0.87,0,967,1.1,0.81,3
5,40.21,0.92,0,0,0.83,0.88,3
4,16.5,0.87,0,431,1.02,0.83,3
4,49.69,0.76,0,0,0.91,0.68,3
5,17.05,0.76,0,726,1.04,0.7,2
4,20.42,0.74,3,400,0.29,0.59,2
4,23.52,0.62,0,0,1.45,0.39,2
4,24.14,0.7,0,0,1.37,0.48,3
5,34.41,0.91,0,3176,0.92,0.86,2
4,33.84,0.77,0,10151,0.9,0.72,3
4,15.61,0.66,1,627,0.94,0.49,3
4,25.38,0.62,0,0,1.22,0.47,2
4,24.85,0.63,0,0,0.86,0.53,3
4,15.8,0.74,1,1424,1.33,0.61,3
5,20.52,0.7,0,2464,1.19,0.55,1
4,20.24,0.62,1,2522,1.18,0.45,3
4,30.41,0.82,0,0,1.07,0.68,3
5,20.4,0.79,0,897,0.94,0.78,1
4,27.24,0.61,3,4056,0.8,0.59,2
5,13.15,0.81,1,1761,1.27,0.74,2
4,25.84,0.66,1,0,1.13,0.56,2
4,19.62,0.83,0,0,1.01,0.8,3
4,45.73,1.02,1,0,1.14,1.01,3
4,28.84,0.78,2,0,0.95,0.76,3
5,32.06,1.34,0,23817,0.98,1.37,1
4,34.9,0.75,0,0,0.92,0.73,3
4,30.76,0.68,0,0,1.34,0.54,3
4,25.68,0.79,0,3356,0.96,0.67,3
4,26.07,0.67,0,0,1.1,0.53,2
4,26.36,0.78,0,628,0.94,0.67,3
4,18.54,0.68,0,0,1.09,0.57,3
4,22.47,0.86,1,0,0.85,0.78,3
4,28.48,0.72,3,11189,1.03,0.61,2
4,20.28,0.58,0,288,1.31,0.41,2
4,15.15,0.84,0,666,1.12,0.84,2
5,14.58,0.67,0,1780,1.25,0.52,1
4,21.45,0.95,0,0,0.88,0.86,3
4,21.96,0.71,1,2998,0.99,0.55,3
5,35.0,1.41,3,2154,1.12,1.3,3
5,31.21,1.26,0,1726,0.36,1.2,1
4,31.24,0.66,1,2099,0.86,0.53,2
4,22.77,0.74,4,1798,1.08,0.65,2
4,34.31,0.71,3,2099,0.93,0.59,1
4,22.45,0.89,0,0,0.29,0.76,3
4,19.38,0.73,1,5314,1.05,0.66,1
4,24.17,0.75,0,1500,0.12,0.66,3
4,16.97,0.72,2,612,0.83,0.64,2
5,16.18,0.73,2,1505,1.28,0.53,3
4,35.71,0.69,0,1156,1.05,0.49,2
4,34.33,0.76,1,0,0.94,0.67,2
4,21.41,0.68,0,0,1.03,0.65,3
4,40.5,0.71,2,0,0.91,0.62,3
4,43.44,0.71,0,0,1.01,0.52,3
5,16.3,0.75,0,3619,1.17,0.74,2
4,107.25,0.59,0,0,0.54,0.38,3
5,22.19,0.78,0,0,1.1,0.67,3
4,18.33,0.76,1,3954,1.06,0.68,3
4,22.85,0.81,0,2347,1.14,0.78,1
5,22.28,0.87,2,692,0.99,0.83,3
4,33.35,0.84,0,0,0.41,0.83,1
5,16.18,0.61,3,1631,1.51,0.41,2
6,22.89,1.4,0,5004,1.03,1.41,1
4,20.14,0.64,0,3478,0.71,0.47,3
4,21.76,0.77,0,100,1.24,0.66,3
4,21.67,0.8,1,2400,0.97,0.75,3
4,33.65,0.68,0,1050,0.86,0.57,3
4,30.0,0.67,0,0,1.27,0.46,2
4,23.3,0.64,0,0,1.0,0.55,3
6,25.29,0.71,2,0,1.03,0.62,2
4,23.63,0.73,3,0,1.18,0.56,3
4,28.4,0.77,0,0,2.33,0.61,3
5,16.27,0.75,0,1874,1.07,0.67,1
4,24.79,0.67,0,412,1.17,0.55,1
4,22.68,0.76,1,0,1.1,0.61,2
5,8.76,0.67,0,6115,1.26,0.57,1
4,44.38,1.06,0,0,1.3,0.94,1
5,19.83,0.7,2,7781,1.2,0.58,2
4,18.73,0.72,0,0,1.06,0.61,2
4,23.13,0.79,0,0,1.09,0.72,2
4,17.89,0.76,0,2249,1.12,0.71,2
4,53.73,1.31,0,0,1.09,1.3,3
4,20.0,0.73,0,9801,1.16,0.63,2
4,18.25,0.73,0,100,2.39,0.59,3
4,52.23,0.7,1,0,0.92,0.5,3
5,11.17,0.73,2,2448,1.28,0.77,2
4,24.03,0.74,2,0,0.42,0.64,3
4,38.65,1.41,0,179,0.88,1.35,3
4,13.76,0.63,0,100,1.28,0.48,3
4,50.0,0.6,0,0,0.39,0.52,1
4,33.11,0.87,0,888,0.83,0.79,3
5,18.41,0.77,0,0,1.39,0.6,3
5,26.63,0.67,0,0,1.52,0.52,2
5,31.23,0.92,0,435,1.26,0.81,2
4,28.25,0.84,0,0,0.88,0.73,3
4,22.19,0.66,0,0,1.06,0.5,2
5,19.62,0.67,6,10310,1.1,0.56,3
4,34.75,0.68,0,0,1.33,0.46,3
4,70.88,0.71,0,0,0.56,0.72,1
4,22.31,0.77,0,4149,0.74,0.69,3
6,21.71,0.78,1,1558,0.89,0.66,1
4,22.07,0.81,0,1600,0.94,0.85,3
4,30.91,0.64,0,0,1.2,0.35,3
4,23.3,0.91,0,0,1.02,0.87,2
5,18.13,0.65,4,50772,1.34,0.51,1
5,18.43,0.78,0,1300,1.05,0.75,1
4,22.83,0.8,0,235,1.14,0.69,3
4,16.0,0.56,3,0,1.44,0.39,3
5,15.8,0.84,0,0,0.83,0.79,1
4,34.37,0.65,0,1000,0.86,0.51,3
4,28.43,0.7,0,244,0.83,0.62,1
6,35.6,0.77,0,9973,0.89,0.78,1
4,17.39,0.72,0,0,0.9,0.6,3
4,18.48,0.85,2,0,1.18,0.77,3
5,20.09,0.77,4,5100,1.03,0.75,2
5,18.55,0.76,0,935,1.12,0.61,2
4,32.71,1.28,1,888,1.05,1.22,2
4,25.62,0.75,0,5009,0.33,0.66,2
5,18.59,0.72,0,0,1.32,0.57,2
4,29.48,0.69,4,1000,0.89,0.58,2
4,16.24,0.69,2,768,1.26,0.56,3
4,33.14,0.66,0,0,1.03,0.56,2
4,31.55,0.69,4,0,0.93,0.57,2
4,21.03,0.85,4,1500,1.16,0.7,3
4,18.74,0.7,1,0,0.95,0.56,3
4,20.32,0.78,1,100,1.08,0.71,2
4,39.92,0.69,0,0,1.26,0.46,3
4,23.68,0.61,0,1111,1.14,0.47,2
6,30.85,1.17,0,2460,0.99,1.14,2
5,17.7,0.5,0,8595,0.82,0.42,1
4,26.3,0.7,0,0,1.04,0.59,2
4,75.5,0.79,0,0,0.3,0.95,2
4,30.3,0.73,0,0,1.05,0.7,3
4,39.39,0.67,0,0,1.35,0.44,3
4,20.41,0.7,1,1050,0.91,0.54,2
4,37.32,0.85,1,0,1.06,0.78,3
4,25.69,0.81,0,0,2.07,0.78,3
4,65.4,1.34,0,5497,0.86,1.3,3
4,27.74,0.68,0,0,1.02,0.59,2
4,14.96,0.87,0,1048,0.84,0.91,3
4,21.79,0.69,0,0,1.32,0.51,3
4,18.87,0.54,0,1200,1.14,0.33,3
4,28.36,1.1,1,0,0.86,1.04,3
4,35.4,0.79,0,3984,1.52,0.59,3
4,19.27,0.65,0,0,1.1,0.57,3
4,26.35,0.64,0,2464,0.82,0.55,2
4,20.82,0.79,2,2500,0.99,0.67,3
4,24.0,0.67,3,7100,1.02,0.59,2
4,25.73,0.73,0,0,0.65,0.58,2
4,21.24,0.65,0,8979,1.31,0.53,3
4,106.0,0.7,0,0,0.32,0.4,1
5,13.69,0.75,2,778,1.17,0.65,2
5,15.34,0.66,3,0,1.26,0.51,3
4,19.6,0.67,0,0,1.05,0.55,1
4,45.08,0.71,2,0,0.91,0.58,3
4,21.29,0.74,0,1112,0.65,0.65,3
5,27.15,0.86,0,304,1.22,0.88,2
4,15.14,0.6,2,7856,1.45,0.4,2
4,25.32,0.75,0,3974,0.93,0.63,3
4,30.0,0.67,0,0,1.09,0.52,3
4,29.6,0.84,2,0,0.96,0.78,3
4,17.69,0.62,0,361,1.41,0.41,2
5,20.29,0.75,0,33477,1.1,0.65,2
5,17.36,0.77,0,1470,0.81,0.84,1
4,28.74,0.67,3,0,1.33,0.51,3
4,42.1,1.37,0,0,0.95,1.28,3
6,46.45,1.23,0,3145,0.96,1.1,3
4,19.08,0.67,6,18594,0.93,0.5,3
4,55.33,0.98,0,0,1.03,0.81,2
4,23.16,0.61,0,0,1.32,0.43,2
4,41.59,0.92,0,0,0.99,0.82,3
4,17.84,0.72,3,0,0.56,0.62,3
4,45.0,0.72,0,500,1.04,0.58,3
4,30.43,0.9,0,1500,0.87,0.81,3
4,26.89,0.69,1,0,0.88,0.6,1
4,30.53,1.4,5,0,1.04,1.34,3
4,29.96,0.71,2,1776,1.06,0.54,3
4,28.2,0.69,1,0,0.92,0.54,3
4,20.88,0.69,0,0,1.03,0.52,1
4,116.33,0.76,0,0,0.71,0.56,1
4,22.52,0.71,0,0,1.15,0.57,3
4,15.17,0.82,3,638,1.12,0.65,1
4,22.93,0.62,0,1500,1.26,0.44,3
4,22.41,0.73,1,0,1.02,0.66,1
4,24.1,0.72,0,0,1.26,0.55,3
4,61.56,1.43,0,0,0.66,1.45,1
4,33.4,0.77,0,0,0.94,0.65,2
4,32.68,0.91,3,0,0.37,0.88,3
4,42.43,0.71,0,0,1.01,0.58,2
4,19.37,0.85,0,893,1.17,0.74,2
5,32.0,0.78,0,0,1.09,0.66,3
6,8.89,0.69,0,3481,1.26,0.69,1
6,35.78,1.42,0,0,1.04,1.33,3
4,48.57,0.97,1,0,0.85,0.95,3
4,19.17,0.75,0,0,1.56,0.5,1
4,73.14,1.05,0,2676,0.91,1.18,3
4,31.1,0.78,0,5388,1.09,0.65,3
4,19.97,0.64,0,0,1.35,0.44,3
4,23.18,0.75,0,704,0.98,0.63,1
4,15.26,0.69,0,711,1.11,0.6,3
4,25.86,0.7,3,28788,1.34,0.58,3
4,21.61,0.68,2,0,1.39,0.49,3
4,25.41,0.74,2,1971,1.11,0.63,2
4,24.4,0.57,0,0,1.18,0.38,1
5,30.09,0.66,0,0,0.87,0.56,2
4,34.71,0.64,0,1500,0.83,0.47,3
5,22.23,0.95,0,932,1.6,0.89,3
4,28.28,0.6,0,3181,0.96,0.54,1
4,25.65,0.76,0,1802,0.88,0.7,2
4,26.73,0.65,5,0,0.94,0.51,2
4,37.16,0.69,0,0,0.95,0.63,2
4,25.38,0.78,0,8964,1.31,0.62,2
5,22.81,0.82,2,489,1.1,0.73,2
4,20.59,0.6,0,0,1.11,0.49,2
4,24.22,0.49,0,0,1.6,0.26,2
5,8.75,0.67,0,2839,1.47,0.64,2
4,15.1,0.69,0,1377,1.08,0.62,3
5,19.83,0.85,0,271,1.05,0.78,2
4,30.04,0.73,2,0,2.46,0.53,3
4,20.94,0.72,3,0,0.8,0.66,2
4,23.77,0.66,1,0,1.11,0.56,3
4,31.4,0.67,0,4694,1.02,0.59,3
4,23.64,0.62,0,1724,1.16,0.49,2
4,17.03,0.81,1,1012,0.98,0.75,2
4,35.42,0.78,5,0,0.98,0.72,3
5,17.37,0.73,0,1225,0.97,0.67,2
4,21.54,0.74,1,0,0.41,0.64,3
4,24.08,0.66,6,1826,1.0,0.59,3
6,27.91,1.44,0,12335,1.53,1.29,3
4,37.63,1.01,0,0,1.01,0.85,3
4,27.52,0.66,3,15035,1.09,0.52,3
4,34.29,0.6,1,729,0.89,0.47,2
5,11.15,0.61,0,10584,0.97,0.45,1
4,20.11,0.56,0,0,1.58,0.43,3
4,19.75,0.63,2,11877,1.29,0.48,2
4,26.4,0.71,0,0,0.64,0.6,3
4,19.51,0.72,1,0,0.94,0.58,3
5,45.47,1.31,0,2545,1.04,1.23,3
4,43.67,0.7,0,17998,1.44,0.56,1
4,25.79,0.93,0,0,1.0,0.9,3
4,23.17,0.9,0,0,0.94,0.83,2
5,23.4,0.72,0,954,1.05,0.61,1
4,23.88,0.73,0,0,0.33,0.64,3
5,16.0,0.75,0,347,1.28,0.63,2
4,25.37,0.73,0,12200,0.49,0.59,2
4,13.75,0.72,0,1797,0.31,0.57,2
4,34.79,0.87,0,0,0.87,0.86,3
4,16.24,0.71,0,881,0.53,0.58,1
5,21.0,0.67,2,9857,1.12,0.55,2
4,18.19,0.73,0,500,1.39,0.57,3
4,23.56,0.79,0,0,0.95,0.73,3
5,25.04,0.89,1,0,0.97,0.89,3
4,23.47,0.84,0,0,0.87,0.82,3
4,14.19,0.68,1,0,1.15,0.56,3
6,7.73,0.73,4,3975,2.49,0.89,3
4,61.89,0.78,0,2919,0.86,0.68,2
4,19.46,0.67,3,21343,1.08,0.56,3
4,12.25,0.91,2,0,1.1,0.83,3
4,21.57,0.56,0,0,1.17,0.36,1
5,15.35,0.67,0,1797,1.08,0.6,1
5,20.2,0.62,0,2771,1.24,0.48,1
6,29.63,0.91,0,0,0.91,0.88,3
4,20.7,0.77,0,0,1.02,0.73,3
4,19.57,0.7,1,0,1.2,0.56,1
4,32.27,0.71,1,0,1.22,0.54,3
5,11.57,0.66,0,8906,1.39,0.54,3
5,19.0,0.66,1,635,1.06,0.51,1
6,26.31,1.4,0,1258,0.92,1.39,1
4,26.65,0.7,1,11518,0.91,0.64,3
4,24.29,0.73,0,0,0.99,0.62,3
4,34.29,0.62,2,0,0.81,0.43,2
4,25.37,0.82,0,0,0.98,0.75,1
5,30.93,1.21,0,16,1.29,1.25,3
4,13.0,0.61,1,10090,0.41,0.42,2
4,26.73,0.76,0,0,0.52,0.69,3
4,30.48,0.75,4,1500,0.96,0.68,3
4,36.0,0.76,1,0,1.05,0.73,1
4,29.5,0.59,0,1971,1.04,0.43,3
4,18.97,0.6,0,0,1.31,0.45,3
4,22.11,0.62,0,0,1.15,0.49,3
5,22.89,0.85,0,0,0.65,0.83,2
4,44.0,0.73,0,0,0.65,0.72,3
4,20.52,0.64,0,0,1.38,0.43,1
4,24.11,0.71,1,800,2.19,0.59,3
4,26.67,0.67,0,4321,1.16,0.54,2
4,15.07,0.58,0,0,1.35,0.42,3
4,16.71,0.65,4,20510,1.32,0.51,2
4,36.71,0.92,0,2000,0.87,0.81,1
4,35.88,0.67,0,2464,1.06,0.59,2
4,37.26,0.65,0,0,0.81,0.57,3
5,12.19,0.83,1,2024,0.54,0.86,1
4,20.17,0.63,1,0,1.12,0.54,1
4,20.12,0.65,2,1670,1.1,0.49,3
4,19.19,0.74,0,1971,0.7,0.67,3
5,15.04,0.71,1,1629,0.82,0.61,1
4,16.7,0.72,0,3058,0.64,0.7,2
4,21.94,0.65,0,0,0.69,0.51,3
4,28.08,0.62,3,0,1.06,0.51,3
4,25.73,0.76,0,0,1.01,0.59,2
4,26.45,0.73,2,9627,0.96,0.68,3
4,24.52,0.86,0,0,1.04,0.79,3
5,17.44,0.82,1,750,1.26,0.67,3
4,15.7,0.65,0,0,0.83,0.69,3
4,26.05,0.7,0,0,0.97,0.63,2
4,38.0,0.73,0,0,0.94,0.68,3
5,18.55,0.81,0,2388,1.08,0.75,1
4,35.0,0.77,0,0,2.74,0.46,2
4,23.13,0.63,1,10229,1.3,0.43,2
4,23.25,0.71,1,2000,1.02,0.55,3
4,29.12,0.88,0,0,0.94,0.85,1
4,27.24,0.75,1,0,0.93,0.68,2
4,26.33,0.59,0,205,1.04,0.41,3
4,23.7,0.73,1,11537,0.53,0.66,3
4,92.75,0.73,1,0,0.55,0.56,1
4,19.58,0.58,0,2451,1.15,0.44,3
4,17.41,0.64,3,13111,1.33,0.46,3
4,23.81,0.62,0,3405,1.2,0.43,2
4,29.39,0.74,1,0,1.18,0.55,2
4,175.0,0.76,0,500,0.56,0.58,1
4,31.05,0.7,1,12093,0.95,0.64,2
5,19.11,0.72,0,1570,0.92,0.65,1
4,21.71,0.76,0,0,0.96,0.68,3
4,22.53,0.65,4,1500,1.08,0.52,3
4,19.1,0.65,2,0,0.91,0.47,3
6,15.33,0.87,3,13490,0.94,0.91,2
4,19.92,0.72,2,0,0.92,0.62,2
4,28.83,0.9,0,500,1.03,0.81,3
5,20.14,0.83,2,637,1.14,0.73,2
5,17.02,0.65,1,1365,1.22,0.52,2
4,14.33,0.62,0,407,1.87,0.34,2
5,15.02,0.76,0,14286,1.11,0.66,2
4,30.17,0.68,0,0,0.98,0.52,2
4,200.5,0.77,0,500,0.34,0.76,2
4,33.45,0.72,2,0,1.1,0.68,3
4,24.56,0.85,0,0,0.94,0.79,3
4,49.38,0.68,0,0,1.01,0.52,2
4,30.39,0.65,0,1030,1.06,0.52,3
5,16.02,0.64,1,362,1.26,0.54,2
6,36.38,1.32,0,5392,0.85,1.27,2
5,17.55,0.82,0,3816,0.94,0.74,2
4,64.67,0.65,0,0,0.79,0.38,2
4,18.86,0.72,2,1851,1.08,0.67,3
4,48.17,0.68,1,0,0.87,0.6,1
4,22.16,0.7,0,5079,1.0,0.59,1
4,19.56,0.68,2,0,1.12,0.54,3
5,13.38,0.78,0,1709,1.03,0.72,2
4,31.36,0.73,1,0,1.02,0.62,3
4,40.92,0.85,0,2099,0.82,0.84,3
4,23.86,0.69,0,1954,1.22,0.55,3
4,22.67,0.69,1,16555,1.13,0.54,3
5,17.37,0.65,2,1027,0.74,0.45,1
4,23.59,0.71,0,0,0.75,0.57,2
4,25.74,0.91,2,5769,0.86,0.95,3
4,26.84,0.67,0,5100,1.28,0.36,3
4,20.3,0.75,0,0,0.96,0.7,1
5,15.45,0.71,0,296,1.15,0.59,3
4,24.28,0.8,4,0,0.99,0.68,1
5,26.37,0.76,3,16534,0.87,0.67,2
5,17.45,0.77,0,434,1.0,0.75,2
4,26.68,0.65,0,15196,1.09,0.53,3
5,17.5,0.7,1,1866,0.62,0.61,2
4,20.04,0.66,0,1135,1.1,0.55,3
4,28.56,0.7,0,0,1.21,0.52,3
4,112.8,0.71,0,0,0.73,0.54,3
6,29.88,1.06,0,5913,1.04,0.98,1
5,20.4,0.72,1,2071,1.14,0.58,2
4,32.15,0.73,0,2464,0.97,0.63,2
4,31.13,0.99,1,800,0.74,0.89,3
4,18.31,0.55,2,0,1.2,0.41,3
5,19.0,0.76,0,9811,1.18,0.69,3
4,22.06,0.72,0,0,1.08,0.62,1
4,28.25,0.83,0,0,0.71,0.77,2
5,17.56,0.6,0,2491,1.06,0.47,2
5,18.63,0.55,1,730,1.07,0.42,2
4,23.96,0.63,1,629,0.97,0.46,2
4,26.7,0.71,3,7946,1.15,0.6,3
5,31.71,0.74,2,12684,0.97,0.71,1
4,23.92,0.84,4,1500,0.11,0.77,3
4,31.39,0.63,1,0,0.91,0.52,1
5,18.44,0.74,2,0,1.16,0.63,3
5,17.37,0.81,0,6453,0.83,0.79,2
4,48.23,1.18,4,3276,0.78,1.1,2
4,21.03,0.78,4,1287,1.08,0.71,2
4,23.65,0.88,3,2500,1.0,0.92,3
4,18.91,0.49,0,0,0.89,0.4,3
4,24.75,0.61,0,800,1.1,0.44,2
4,24.9,0.72,0,0,0.98,0.56,3
4,22.66,0.61,0,0,1.58,0.36,3
5,19.77,0.77,1,6228,0.94,0.72,2
5,15.33,0.93,0,672,1.04,0.9,3
4,19.59,0.79,1,14680,1.26,0.8,1
5,19.22,0.82,0,1042,1.0,0.76,3
4,43.77,1.34,0,0,0.42,1.19,3
4,19.19,0.58,0,0,0.37,0.4,1
4,37.56,0.84,0,0,0.55,0.83,2
4,43.79,0.55,0,0,0.76,0.5,3
4,47.14,0.82,0,0,0.91,0.73,3
5,22.47,0.92,7,19974,1.14,0.84,1
4,32.65,0.72,0,0,0.62,0.52,3
4,39.12,1.19,0,0,0.6,1.04,3
4,21.77,0.62,0,0,1.01,0.43,3
4,34.38,0.72,0,0,1.04,0.6,2
5,19.11,0.71,0,18350,0.95,0.6,3
4,25.43,0.82,0,0,0.84,0.72,3
4,35.8,0.59,1,0,1.32,0.41,1
4,27.95,0.58,0,1050,1.3,0.36,3
4,39.47,0.91,0,0,0.95,0.83,3
5,24.17,0.72,1,0,1.19,0.63,3
4,21.44,0.9,3,0,1.04,0.81,3
4,41.83,0.6,0,0,0.94,0.49,1
4,28.96,0.69,0,0,0.88,0.64,2
4,23.92,0.67,0,0,1.16,0.52,3
4,29.28,0.83,0,20123,2.85,0.42,3
4,27.8,0.76,0,266,0.98,0.7,3
4,31.23,0.59,0,30000,0.99,0.42,2
4,21.21,1.04,0,393,0.82,1.03,3
4,24.21,0.83,4,615,0.29,0.7,3
4,25.08,0.56,0,0,1.51,0.34,3
4,19.47,0.75,0,888,0.64,0.66,3
5,13.52,0.82,0,1807,1.1,0.72,1
4,78.67,0.71,4,0,0.97,0.4,3
4,26.11,0.8,2,2484,0.78,0.76,1
5,20.69,0.88,0,95,0.98,0.83,3
4,23.33,0.71,0,838,0.84,0.57,2
4,37.5,0.77,0,0,0.91,0.53,2
5,19.77,0.77,0,0,0.89,0.67,3
4,22.53,0.66,2,0,1.32,0.48,3
4,34.05,0.84,0,7429,1.06,0.78,2
4,15.67,0.66,0,3500,0.62,0.5,2
4,20.19,0.68,0,0,0.95,0.6,3
4,27.48,0.85,3,0,0.85,0.85,2
4,49.92,0.74,0,3147,1.03,0.78,3
4,44.23,1.0,6,3480,0.79,1.02,1
4,22.73,0.69,0,2400,0.87,0.52,3
4,15.74,0.84,4,212,1.04,0.8,3
5,67.1,1.4,0,0,0.92,1.41,2
4,27.04,0.75,1,0,1.04,0.66,2
4,19.19,0.85,1,3602,1.26,0.74,3
4,32.5,0.84,3,1500,0.75,0.75,3
4,14.18,0.69,0,1319,1.15,0.56,2
4,19.7,0.64,0,0,1.22,0.48,3
4,30.82,0.82,0,0,0.9,0.74,2
5,21.74,0.86,3,3000,1.03,0.79,3
4,16.59,0.77,2,891,1.18,0.74,3
4,64.45,0.74,0,0,0.9,0.47,3
4,24.22,0.73,0,0,0.95,0.62,3
4,22.64,0.57,1,0,1.29,0.37,2
4,47.33,0.96,1,0,0.88,0.93,3
4,38.0,0.95,0,400,0.99,1.07,3
4,29.9,0.99,0,500,0.97,0.95,3
4,20.5,0.8,3,492,0.95,0.74,3
4,23.37,0.65,1,2000,1.08,0.54,3
4,24.65,0.71,3,2000,1.79,0.47,2
5,15.62,0.89,0,488,1.11,0.8,2
6,32.95,0.55,1,911,1.25,0.36,2
4,36.95,0.75,0,0,0.98,0.59,2
4,24.89,0.74,0,0,0.68,0.67,3
4,60.5,1.14,0,0,0.92,0.98,2
4,31.48,0.72,0,0,1.32,0.61,1
4,28.21,0.7,1,1500,0.75,0.54,3
4,20.89,0.69,0,0,1.04,0.6,2
4,18.0,1.37,0,1144,0.89,1.34,3
4,34.32,0.79,0,0,0.74,0.69,3
4,15.13,0.69,1,9804,0.85,0.57,2
4,32.18,0.79,0,0,2.07,0.72,3
4,15.91,0.64,1,0,0.88,0.53,1
4,19.0,0.72,0,0,0.74,0.71,3
4,21.34,0.71,2,0,1.25,0.54,3
4,20.64,0.54,2,9852,1.28,0.39,2
4,26.08,0.9,0,0,0.46,0.81,3
4,15.29,0.77,0,0,1.26,0.65,1
4,30.13,0.86,0,0,0.91,0.81,2
4,24.0,1.14,0,718,1.09,1.21,1
4,27.46,0.77,0,0,0.99,0.63,3
4,20.37,0.68,0,1300,1.11,0.57,2
4,25.38,0.81,0,13091,0.95,0.76,3
4,29.64,0.74,0,0,1.15,0.62,3
4,18.81,0.76,3,55529,0.91,0.68,3
4,30.81,0.71,0,3461,1.02,0.62,1
4,13.98,0.67,1,2542,1.32,0.51,2
4,18.54,0.7,1,17200,1.18,0.58,1
4,15.75,0.67,2,42662,1.19,0.54,1
5,17.02,0.73,2,1086,1.14,0.68,2
4,45.06,0.59,0,0,0.9,0.44,3
5,22.66,0.82,0,1817,1.01,0.78,2
4,18.33,0.59,0,1363,1.42,0.4,2
4,17.24,0.78,0,0,1.0,0.74,3
4,28.0,0.72,0,0,1.07,0.65,1
4,33.0,0.88,1,8800,0.64,0.78,2
4,15.17,0.61,2,1326,1.4,0.47,2
4,23.07,0.7,0,770,1.08,0.62,3
4,21.1,0.78,1,0,0.66,0.63,2
4,35.25,0.69,0,0,1.53,0.46,3
4,20.57,0.8,0,155,0.98,0.76,2
4,19.64,0.66,0,0,1.17,0.5,2
4,17.18,0.63,0,0,1.24,0.49,3
4,31.35,0.77,1,4617,0.99,0.76,3
4,19.16,0.59,0,0,1.46,0.37,3
4,25.25,0.74,4,0,0.63,0.59,3
4,22.21,0.8,2,1932,0.97,0.78,3
4,20.06,0.55,2,3000,1.12,0.4,2
4,36.88,0.81,0,1120,0.94,0.75,2
4,27.58,0.49,0,0,1.02,0.34,1
4,34.43,0.79,0,4694,0.96,0.8,1
4,26.22,0.87,2,679,0.86,0.86,2
4,29.48,0.61,0,2536,1.04,0.66,3
4,33.24,0.54,2,1099,0.91,0.42,3
4,24.24,0.7,3,11895,0.86,0.67,1
4,53.3,0.77,0,0,0.79,0.71,3
5,12.98,0.69,0,825,1.33,0.58,2
4,22.03,0.67,3,0,0.59,0.55,3
4,19.94,0.62,2,7207,1.37,0.44,3
4,111.0,0.71,0,0,0.63,0.62,3
5,12.47,0.76,1,9772,1.07,0.75,2
4,78.38,0.95,0,0,1.08,0.92,3
4,44.2,0.86,1,0,1.17,0.82,2
4,36.0,0.74,2,1500,1.0,0.66,3
4,28.96,0.4,0,500,1.48,0.22,3
4,34.55,0.68,1,2456,0.91,0.64,3
4,28.35,0.9,0,3800,0.59,0.89,3
4,40.54,0.82,4,500,0.85,0.76,2
4,29.2,0.73,3,0,1.05,0.61,2
4,23.03,0.74,0,556,1.09,0.64,2
4,21.34,1.1,0,0,1.14,0.99,3
6,43.8,1.39,0,1423,1.02,1.29,3
4,35.0,0.72,0,0,0.9,0.68,2
4,28.52,0.6,0,0,1.1,0.46,3
4,32.23,0.74,1,14567,0.98,0.6,1
4,20.74,0.74,0,0,1.11,0.63,3
5,15.33,0.65,1,758,1.09,0.55,3
5,22.03,0.77,0,0,1.12,0.72,3
4,24.48,0.87,1,0,0.91,0.8,2
4,18.86,0.73,1,0,0.3,0.62,2
4,33.9,0.58,0,492,0.93,0.47,3
4,20.52,0.76,0,0,1.12,0.62,2
4,45.75,0.71,0,0,0.46,0.58,1
4,25.67,0.8,0,128,1.16,0.69,3
4,39.83,1.15,0,888,0.97,1.09,1
4,24.76,0.82,2,1318,0.94,0.83,3
4,57.4,0.74,0,0,0.85,0.58,3
4,27.64,0.7,0,0,1.13,0.58,2
4,28.62,0.84,0,0,0.96,0.75,1
4,25.86,0.71,0,0,0.61,0.53,3
4,38.69,0.8,0,0,0.91,0.81,1
4,26.95,0.81,0,0,0.49,0.67,3
6,16.41,0.84,3,350,1.27,0.71,3
4,22.93,0.69,0,4597,1.27,0.56,3
4,30.09,0.62,1,0,1.28,0.43,2
4,22.74,0.76,0,0,2.33,0.65,3
6,18.95,0.81,0,7509,0.94,0.74,1
4,29.81,1.0,1,0,0.86,0.93,3
5,23.44,0.67,2,1913,0.96,0.61,2
4,50.23,0.85,1,0,0.86,0.8,3
4,50.22,1.41,0,0,0.87,1.41,1
5,16.73,0.94,1,1909,0.94,0.87,2
6,44.78,1.08,3,20071,0.85,1.11,1
4,27.0,0.91,2,0,0.92,0.89,3
5,14.62,0.79,1,4083,1.21,0.72,1
4,26.44,0.6,0,416,1.17,0.46,3
5,23.33,0.79,0,11062,0.99,0.77,3
4,28.29,0.71,1,0,1.06,0.57,3
4,36.68,0.73,2,354,1.13,0.61,1
5,16.54,0.69,2,4347,1.31,0.53,3
4,30.13,0.76,4,34000,0.86,0.75,2
4,32.9,0.73,8,72489,0.95,0.72,1
4,14.11,0.66,0,0,1.08,0.62,3
4,28.4,0.74,1,0,1.09,0.65,2
